userID,domain,expertiseLevel,taskID,iteration,utility,utility_sd
595bd5c85ae9a80001ce3426,text,I,1,0,0.6833335875403027,4.250000000000001
595bd5c85ae9a80001ce3426,text,I,1,1,0.7067363327436396,4.429801512113251
595bd5c85ae9a80001ce3426,text,I,1,2,0.7253234490697303,4.572604913689383
595bd5c85ae9a80001ce3426,text,I,1,3,0.7425488192337811,4.704946123034567
595bd5c85ae9a80001ce3426,text,I,1,4,0.7602082656534501,4.840622307249343
595bd5c85ae9a80001ce3426,text,I,1,5,0.7758144307025148,4.960523286802403
595bd5c85ae9a80001ce3426,text,I,1,6,0.7833776986896609,5.018631299721021
595bd5c85ae9a80001ce3426,text,I,1,7,0.7771072762705339,4.970456121007923
595bd5c85ae9a80001ce3426,text,I,1,8,0.7553175872197947,4.803047596676263
595bd5c85ae9a80001ce3426,text,I,1,9,0.7217191829156725,4.544913610855995
595bd5c85ae9a80001ce3426,text,I,1,10,0.6833335875403027,4.250000000000001
595bd5c85ae9a80001ce3426,text,I,1,11,0.6468167279377622,3.969443744008808
595bd5c85ae9a80001ce3426,text,I,1,12,0.6159816240570218,3.7325399852508077
595bd5c85ae9a80001ce3426,text,I,1,13,0.5920527081349664,3.548695943509801
595bd5c85ae9a80001ce3426,text,I,1,14,0.5757946843883547,3.423786783143558
595bd5c85ae9a80001ce3426,text,I,1,15,0.5691596146149065,3.3728100465309314
595bd5c85ae9a80001ce3426,text,I,1,16,0.5747104610269637,3.4154567774902542
595bd5c85ae9a80001ce3426,text,I,1,17,0.59322887100074,3.55773231338522
595bd5c85ae9a80001ce3426,text,I,1,18,0.6217221058094843,3.776643670112705
595bd5c85ae9a80001ce3426,text,I,1,19,0.6539190874405492,4.0240106320844395
595bd5c85ae9a80001ce3426,text,I,2,0,0.7158732821850791,4.500000000000001
595bd5c85ae9a80001ce3426,text,I,2,1,0.7260061034387035,4.577849695304772
595bd5c85ae9a80001ce3426,text,I,2,2,0.7159752440221839,4.500783365042436
595bd5c85ae9a80001ce3426,text,I,2,3,0.6922737614108637,4.318686676136314
595bd5c85ae9a80001ce3426,text,I,2,4,0.6670701182800726,4.125049002166644
595bd5c85ae9a80001ce3426,text,I,2,5,0.6543746370254324,4.027510584910183
595bd5c85ae9a80001ce3426,text,I,2,6,0.6640113225178764,4.101548506882439
595bd5c85ae9a80001ce3426,text,I,2,7,0.6959680096267106,4.347069304309192
595bd5c85ae9a80001ce3426,text,I,2,8,0.7386314377909108,4.67484917924303
595bd5c85ae9a80001ce3426,text,I,2,9,0.7729174305270086,4.938265854709604
595bd5c85ae9a80001ce3426,text,I,2,10,0.7809526714746315,5.0
595bd5c85ae9a80001ce3426,text,I,2,11,0.7549328307551002,4.800091542010611
595bd5c85ae9a80001ce3426,text,I,2,12,0.7012857235551244,4.38792489612148
595bd5c85ae9a80001ce3426,text,I,2,13,0.637841111312381,3.9004847638818836
595bd5c85ae9a80001ce3426,text,I,2,14,0.5857173775989699,3.5000220806696842
595bd5c85ae9a80001ce3426,text,I,2,15,0.5604406297128832,3.30582274842315
595bd5c85ae9a80001ce3426,text,I,2,16,0.5666909636863462,3.353843589135513
595bd5c85ae9a80001ce3426,text,I,2,17,0.5984122431940075,3.5975557678602272
595bd5c85ae9a80001ce3426,text,I,2,18,0.642894909883871,3.9393127140721083
595bd5c85ae9a80001ce3426,text,I,2,19,0.6859362939919753,4.269996395787403
595bd5c85ae9a80001ce3426,text,I,3,0,0.5531748089611973,3.2500000000000004
595bd5c85ae9a80001ce3426,text,I,3,1,0.5491238047034955,3.2188764422813043
595bd5c85ae9a80001ce3426,text,I,3,2,0.5778468292104918,3.4395532557898107
595bd5c85ae9a80001ce3426,text,I,3,3,0.6109619065180293,3.6939738770421178
595bd5c85ae9a80001ce3426,text,I,3,4,0.6240090200667522,3.7942138584798157
595bd5c85ae9a80001ce3426,text,I,3,5,0.6125458741412748,3.706143379864265
595bd5c85ae9a80001ce3426,text,I,3,6,0.592553548783367,3.5525438641331197
595bd5c85ae9a80001ce3426,text,I,3,7,0.5861442716445174,3.5033018751653584
595bd5c85ae9a80001ce3426,text,I,3,8,0.6046460421028057,3.645449570927913
595bd5c85ae9a80001ce3426,text,I,3,9,0.6421683277136466,3.933730438499487
595bd5c85ae9a80001ce3426,text,I,3,10,0.6833335875403026,4.25
595bd5c85ae9a80001ce3426,text,I,3,11,0.7170707826915567,4.509200305346673
595bd5c85ae9a80001ce3426,text,I,3,12,0.7439820052655784,4.715957182353368
595bd5c85ae9a80001ce3426,text,I,3,13,0.7711988397800851,4.925062052663482
595bd5c85ae9a80001ce3426,text,I,3,14,0.8001365630846731,5.1473883807105825
595bd5c85ae9a80001ce3426,text,I,3,15,0.8192006902288831,5.293856620135736
595bd5c85ae9a80001ce3426,text,I,3,16,0.8095068246932386,5.219379388238904
595bd5c85ae9a80001ce3426,text,I,3,17,0.7602818547510705,4.841187686691465
595bd5c85ae9a80001ce3426,text,I,3,18,0.681448172470738,4.235514499366489
595bd5c85ae9a80001ce3426,text,I,3,19,0.6019410500065858,3.624667322310115
59cbec4f0aaf750001213f9c,image,E,1,0,0.5206351143164211,3.0000000000000004
59cbec4f0aaf750001213f9c,image,E,1,1,0.4609671394183105,2.5415754853457946
59cbec4f0aaf750001213f9c,image,E,1,2,0.4465408829848828,2.4307396539795683
59cbec4f0aaf750001213f9c,image,E,1,3,0.4691497487722942,2.604441850898009
59cbec4f0aaf750001213f9c,image,E,1,4,0.4846287449256219,2.723365801493628
59cbec4f0aaf750001213f9c,image,E,1,5,0.4555557250268684,2.5000000000000004
59cbec4f0aaf750001213f9c,image,E,1,6,0.3883277302164144,1.9834924271389385
59cbec4f0aaf750001213f9c,image,E,1,7,0.33198085053273896,1.5505836345181623
59cbec4f0aaf750001213f9c,image,E,1,8,0.33841913227180614,1.6000484636242087
59cbec4f0aaf750001213f9c,image,E,1,9,0.416765219031155,2.2019754916327976
59cbec4f0aaf750001213f9c,image,E,1,10,0.5206351143164211,3.0000000000000004
59cbec4f0aaf750001213f9c,image,E,1,11,0.580785855784689,3.4621335735085346
59cbec4f0aaf750001213f9c,image,E,1,12,0.5582233062548214,3.288787220875431
59cbec4f0aaf750001213f9c,image,E,1,13,0.47528252864536585,2.651559532394569
59cbec4f0aaf750001213f9c,image,E,1,14,0.39917325452100455,2.0668177657982794
59cbec4f0aaf750001213f9c,image,E,1,15,0.39047633573731577,2.0
59cbec4f0aaf750001213f9c,image,E,1,16,0.45722156397761227,2.512798514006733
59cbec4f0aaf750001213f9c,image,E,1,17,0.5505572496245831,3.2298894906268396
59cbec4f0aaf750001213f9c,image,E,1,18,0.6044508797075598,3.643950153083213
59cbec4f0aaf750001213f9c,image,E,1,19,0.5867350709192448,3.5078409410752953
59cbec4f0aaf750001213f9c,image,E,2,0,0.3253969464477631,1.5
59cbec4f0aaf750001213f9c,image,E,2,1,0.3489276665763898,1.6807847337344648
59cbec4f0aaf750001213f9c,image,E,2,2,0.3877966723507516,1.9794123499327747
59cbec4f0aaf750001213f9c,image,E,2,3,0.4183181021408482,2.213906174500641
59cbec4f0aaf750001213f9c,image,E,2,4,0.4213174423546855,2.236949877327143
59cbec4f0aaf750001213f9c,image,E,2,5,0.39019129406863673,1.9978100465309316
59cbec4f0aaf750001213f9c,image,E,2,6,0.33396388985580855,1.5658191748690913
59cbec4f0aaf750001213f9c,image,E,2,7,0.2741205798557051,1.1060475739568016
59cbec4f0aaf750001213f9c,image,E,2,8,0.23640033673251304,0.8162458138683168
59cbec4f0aaf750001213f9c,image,E,2,9,0.24068234408435119,0.8491441507963614
59cbec4f0aaf750001213f9c,image,E,2,10,0.29285725180298683,1.2500000000000004
59cbec4f0aaf750001213f9c,image,E,2,11,0.38184042808672103,1.9336509780986753
59cbec4f0aaf750001213f9c,image,E,2,12,0.4829401596028655,2.7103925288401043
59cbec4f0aaf750001213f9c,image,E,2,13,0.5663790076988524,3.351446855001256
59cbec4f0aaf750001213f9c,image,E,2,14,0.6078025331815743,3.6697006519016813
59cbec4f0aaf750001213f9c,image,E,2,15,0.5968461101562449,3.585523286802403
59cbec4f0aaf750001213f9c,image,E,2,16,0.540559617956712,3.153078446631103
59cbec4f0aaf750001213f9c,image,E,2,17,0.4604341906663092,2.5374808806036535
59cbec4f0aaf750001213f9c,image,E,2,18,0.38419415590341793,1.9517344899631204
59cbec4f0aaf750001213f9c,image,E,2,19,0.33548928285502033,1.5775386533081481
59cbec4f0aaf750001213f9c,image,E,3,0,0.4555557250268684,2.5
59cbec4f0aaf750001213f9c,image,E,3,1,0.4403332187778341,2.383046641838433
59cbec4f0aaf750001213f9c,image,E,3,2,0.42301603038209207,2.25
59cbec4f0aaf750001213f9c,image,E,3,3,0.4086738950856577,2.13981046493366
59cbec4f0aaf750001213f9c,image,E,3,4,0.3579366410925395,1.75
59cbec4f0aaf750001213f9c,image,E,3,5,0.28676489471849975,1.2031928837148365
59cbec4f0aaf750001213f9c,image,E,3,6,0.29285725180298683,1.25
59cbec4f0aaf750001213f9c,image,E,3,7,0.41707332439865646,2.2043426417464125
59cbec4f0aaf750001213f9c,image,E,3,8,0.5531748089611973,3.25
59cbec4f0aaf750001213f9c,image,E,3,9,0.5733659727953617,3.4051271766267615
59cbec4f0aaf750001213f9c,image,E,3,10,0.4880954196716447,2.7500000000000004
59cbec4f0aaf750001213f9c,image,E,3,11,0.40723515796700055,2.1287567570365566
59cbec4f0aaf750001213f9c,image,E,3,12,0.3904763357373157,1.9999999999999998
59cbec4f0aaf750001213f9c,image,E,3,13,0.4097900939820547,2.1483861361913505
59cbec4f0aaf750001213f9c,image,E,3,14,0.42301603038209207,2.2500000000000004
59cbec4f0aaf750001213f9c,image,E,3,15,0.4152815436407235,2.190576526410258
59cbec4f0aaf750001213f9c,image,E,3,16,0.39047633573731577,2.0
59cbec4f0aaf750001213f9c,image,E,3,17,0.3722862769919337,1.860247161628619
59cbec4f0aaf750001213f9c,image,E,3,18,0.39047633573731577,2.0
59cbec4f0aaf750001213f9c,image,E,3,19,0.4342765361736457,2.336513609873113
5a0faf7a120fb3000194961d,image,I,1,0,0.3579366410925395,1.7500000000000004
5a0faf7a120fb3000194961d,image,I,1,1,0.33245186512236047,1.5542024037995228
5a0faf7a120fb3000194961d,image,I,1,2,0.34763065120311104,1.6708198632321611
5a0faf7a120fb3000194961d,image,I,1,3,0.364149211479411,1.797730705947704
5a0faf7a120fb3000194961d,image,I,1,4,0.36192465144840297,1.7806395803602273
5a0faf7a120fb3000194961d,image,I,1,5,0.3579366410925395,1.7500000000000002
5a0faf7a120fb3000194961d,image,I,1,6,0.37423619679089576,1.8752282471938695
5a0faf7a120fb3000194961d,image,I,1,7,0.40686209797163714,2.1258905654555047
5a0faf7a120fb3000194961d,image,I,1,8,0.4368423218390256,2.3562263460664736
5a0faf7a120fb3000194961d,image,I,1,9,0.46008362284855,2.53478749471308
5a0faf7a120fb3000194961d,image,I,1,10,0.4880954196716446,2.7499999999999996
5a0faf7a120fb3000194961d,image,I,1,11,0.5194520486825446,2.9909105966820566
5a0faf7a120fb3000194961d,image,I,1,12,0.5297932086822343,3.0703609427330902
5a0faf7a120fb3000194961d,image,I,1,13,0.5032193297689271,2.8661958514238113
5a0faf7a120fb3000194961d,image,I,1,14,0.4636540963971066,2.562219171527615
5a0faf7a120fb3000194961d,image,I,1,15,0.4555557250268684,2.5000000000000004
5a0faf7a120fb3000194961d,image,I,1,16,0.48959525630721357,2.7615231308402093
5a0faf7a120fb3000194961d,image,I,1,17,0.522400620537039,3.013564250063587
5a0faf7a120fb3000194961d,image,I,1,18,0.5024757153066579,2.860482718046355
5a0faf7a120fb3000194961d,image,I,1,19,0.4300729962089549,2.3042181319147357
5a0faf7a120fb3000194961d,image,I,2,0,0.3579366410925395,1.75
5a0faf7a120fb3000194961d,image,I,2,1,0.42301603038209207,2.25
5a0faf7a120fb3000194961d,image,I,2,2,0.4555557250268684,2.5
5a0faf7a120fb3000194961d,image,I,2,3,0.42301603038209207,2.25
5a0faf7a120fb3000194961d,image,I,2,4,0.5531748089611973,3.25
5a0faf7a120fb3000194961d,image,I,2,5,0.4880954196716447,2.75
5a0faf7a120fb3000194961d,image,I,2,6,0.5206351143164211,3.0
5a0faf7a120fb3000194961d,image,I,2,7,0.42301603038209207,2.25
5a0faf7a120fb3000194961d,image,I,2,8,0.5857145036059737,3.5
5a0faf7a120fb3000194961d,image,I,2,9,0.4555557250268684,2.5
5a0faf7a120fb3000194961d,image,I,2,10,0.4880954196716447,2.75
5a0faf7a120fb3000194961d,image,I,2,11,0.42301603038209207,2.25
5a0faf7a120fb3000194961d,image,I,2,12,0.39047633573731577,2.0
5a0faf7a120fb3000194961d,image,I,2,13,0.3579366410925395,1.75
5a0faf7a120fb3000194961d,image,I,2,14,0.4555557250268684,2.5
5a0faf7a120fb3000194961d,image,I,2,15,0.42301603038209207,2.25
5a0faf7a120fb3000194961d,image,I,2,16,0.3253969464477631,1.5
5a0faf7a120fb3000194961d,image,I,2,17,0.29285725180298683,1.25
5a0faf7a120fb3000194961d,image,I,2,18,0.4880954196716447,2.75
5a0faf7a120fb3000194961d,image,I,2,19,0.3579366410925395,1.75
5a0faf7a120fb3000194961d,image,I,3,0,0.42301603038209207,2.2500000000000004
5a0faf7a120fb3000194961d,image,I,3,1,0.40508947369844794,2.112271627935191
5a0faf7a120fb3000194961d,image,I,3,2,0.4212139599106258,2.2361548295770843
5a0faf7a120fb3000194961d,image,I,3,3,0.4485705962564114,2.4463337867279407
5a0faf7a120fb3000194961d,image,I,3,4,0.461984161991543,2.5493891924528755
5a0faf7a120fb3000194961d,image,I,3,5,0.44945802675684066,2.4531518477924115
5a0faf7a120fb3000194961d,image,I,3,6,0.416438707797547,2.199466930649264
5a0faf7a120fb3000194961d,image,I,3,7,0.3780288798893431,1.9043671430858764
5a0faf7a120fb3000194961d,image,I,3,8,0.3473330790910253,1.6685336393190746
5a0faf7a120fb3000194961d,image,I,3,9,0.3296150409816785,1.5324072996071627
5a0faf7a120fb3000194961d,image,I,3,10,0.3253969464477631,1.5
5a0faf7a120fb3000194961d,image,I,3,11,0.3371253129224942,1.5901081479310526
5a0faf7a120fb3000194961d,image,I,3,12,0.37102938309910505,1.8505905414102235
5a0faf7a120fb3000194961d,image,I,3,13,0.4308188416073832,2.3099484054050867
5a0faf7a120fb3000194961d,image,I,3,14,0.5083820629441602,2.905860737892421
5a0faf7a120fb3000194961d,image,I,3,15,0.5809656369944093,3.463514818874256
5a0faf7a120fb3000194961d,image,I,3,16,0.6201831461626159,3.76481996015116
5a0faf7a120fb3000194961d,image,I,3,17,0.6085644176820312,3.675554152593483
5a0faf7a120fb3000194961d,image,I,3,18,0.5521141236262853,3.2418508352145654
5a0faf7a120fb3000194961d,image,I,3,19,0.4788553746637233,2.679009436714208
5aad8904e1546900019aef8e,text,N,1,0,0.4880954196716447,2.7500000000000004
5aad8904e1546900019aef8e,text,N,1,1,0.4620156222528238,2.5496308992484082
5aad8904e1546900019aef8e,text,N,1,2,0.4398725161064738,2.3795070982410693
5aad8904e1546900019aef8e,text,N,1,3,0.42557332103903905,2.2696474696894358
5aad8904e1546900019aef8e,text,N,1,4,0.42146991032670744,2.238121277164222
5aad8904e1546900019aef8e,text,N,1,5,0.4277648969936564,2.286485181125745
5aad8904e1546900019aef8e,text,N,1,6,0.44256783380112474,2.4002150191671463
5aad8904e1546900019aef8e,text,N,1,7,0.46256698361660215,2.5538669666869427
5aad8904e1546900019aef8e,text,N,1,8,0.4840649920171326,2.7190345307591945
5aad8904e1546900019aef8e,text,N,1,9,0.5040053157204027,2.8722345217313845
5aad8904e1546900019aef8e,text,N,1,10,0.5206351143164211,3.0
5aad8904e1546900019aef8e,text,N,1,11,0.5336007973360384,3.0996143568736496
5aad8904e1546900019aef8e,text,N,1,12,0.5434959159277389,3.1756378006991217
5aad8904e1546900019aef8e,text,N,1,13,0.5510915652371688,3.2339945968549304
5aad8904e1546900019aef8e,text,N,1,14,0.5565963986225577,3.2762878132286786
5aad8904e1546900019aef8e,text,N,1,15,0.5592725072312252,3.2968481522075894
5aad8904e1546900019aef8e,text,N,1,16,0.5575836848229605,3.28387305804413
5aad8904e1546900019aef8e,text,N,1,17,0.5498325225621323,3.224321467706201
5aad8904e1546900019aef8e,text,N,1,18,0.5350380599196067,3.1106567360297728
5aad8904e1546900019aef8e,text,N,1,19,0.5136963135432793,2.9466897212090495
5aad8904e1546900019aef8e,text,N,2,0,0.5857145036059737,3.5000000000000004
5aad8904e1546900019aef8e,text,N,2,1,0.5526585789817358,3.2460338443161723
5aad8904e1546900019aef8e,text,N,2,2,0.4844293065232516,2.721833531411291
5aad8904e1546900019aef8e,text,N,2,3,0.41083048993413623,2.156379419191077
5aad8904e1546900019aef8e,text,N,2,4,0.3609384003874682,1.773062288442607
5aad8904e1546900019aef8e,text,N,2,5,0.3485432403612845,1.6778312163512965
5aad8904e1546900019aef8e,text,N,2,6,0.3681402152732515,1.8283932846643207
5aad8904e1546900019aef8e,text,N,2,7,0.40226583063666893,2.0905777929698997
5aad8904e1546900019aef8e,text,N,2,8,0.43337643723333563,2.3295982181482056
5aad8904e1546900019aef8e,text,N,2,9,0.4517335653023387,2.4706346374308765
5aad8904e1546900019aef8e,text,N,2,10,0.4555557250268684,2.5
5aad8904e1546900019aef8e,text,N,2,11,0.4464964013867924,2.430397905243325
5aad8904e1546900019aef8e,text,N,2,12,0.42655173211948233,2.2771645276330053
5aad8904e1546900019aef8e,text,N,2,13,0.3995973623385242,2.0700761539158505
5aad8904e1546900019aef8e,text,N,2,14,0.3749649203871048,1.8808269751795215
5aad8904e1546900019aef8e,text,N,2,15,0.3673300418237943,1.8221687836487033
5aad8904e1546900019aef8e,text,N,2,16,0.3898483151761414,1.995174965776183
5aad8904e1546900019aef8e,text,N,2,17,0.44389664153851804,2.4104241479858053
5aad8904e1546900019aef8e,text,N,2,18,0.5133392213119248,2.943946208744867
5aad8904e1546900019aef8e,text,N,2,19,0.5695066247410093,3.3754760989469963
5aad8904e1546900019aef8e,text,N,3,0,0.5206351143164211,3.0
5aad8904e1546900019aef8e,text,N,3,1,0.5263419975823186,3.043845550244075
5aad8904e1546900019aef8e,text,N,3,2,0.5603677736971676,3.3052630011935675
5aad8904e1546900019aef8e,text,N,3,3,0.5879791984286213,3.5173994781402413
5aad8904e1546900019aef8e,text,N,3,4,0.5823702399748123,3.4743062767823316
5aad8904e1546900019aef8e,text,N,3,5,0.5471432904634026,3.2036603019509053
5aad8904e1546900019aef8e,text,N,3,6,0.5133003442854992,2.9436475195066154
5aad8904e1546900019aef8e,text,N,3,7,0.5132815770123137,2.9435033319735853
5aad8904e1546900019aef8e,text,N,3,8,0.5535745308968377,3.2530710332411235
5aad8904e1546900019aef8e,text,N,3,9,0.6086160593770699,3.675950911810206
5aad8904e1546900019aef8e,text,N,3,10,0.6411321262444667,3.9257693813929917
5aad8904e1546900019aef8e,text,N,3,11,0.6322132859300774,3.8572466093467814
5aad8904e1546900019aef8e,text,N,3,12,0.5963417184094012,3.5816480833597315
5aad8904e1546900019aef8e,text,N,3,13,0.5689556974956687,3.3712433668074127
5aad8904e1546900019aef8e,text,N,3,14,0.5767751583935712,3.4313196903813177
