userID,taskID,expertiseLevel,iteration,length,rouge1,rouge2,rougeL,BLEU
595bd5c85ae9a80001ce3426,1,I,0,45.25000000000001,0.31070288047032235,0.06572973672030277,0.19185602092578838,4.9528753031733646e-79
595bd5c85ae9a80001ce3426,1,I,1,47.74301394740103,0.326094488038842,0.07761243498670095,0.19913493855199402,7.961124312606559e-79
595bd5c85ae9a80001ce3426,1,I,2,48.87809977865349,0.3410496333654874,0.08887009315412342,0.2051122515296209,1.0366103482855087e-78
595bd5c85ae9a80001ce3426,1,I,3,48.60336206906457,0.35017682068994616,0.09438080790734706,0.20607160224663912,1.0977121124675586e-78
595bd5c85ae9a80001ce3426,1,I,4,47.24957284141957,0.3505818039081526,0.09117130980537388,0.2004823381348024,9.268535994479797e-79
595bd5c85ae9a80001ce3426,1,I,5,45.26992436356091,0.3428421081627679,0.08011487017101156,0.18987036060145507,5.80548241738766e-79
595bd5c85ae9a80001ce3426,1,I,6,43.09791415394376,0.33073091714239594,0.06552668509135016,0.17825679362769567,1.9931353373293817e-79
595bd5c85ae9a80001ce3426,1,I,7,41.154221113641306,0.3197879062596989,0.05290528124121361,0.17040818898952753,-7.154883874657556e-80
595bd5c85ae9a80001ce3426,1,I,8,39.866925017993644,0.3152058675124661,0.04623814717623167,0.16976648465411628,-1.6216258665555658e-79
595bd5c85ae9a80001ce3426,1,I,9,39.563498031848056,0.3197642429980483,0.046454657316110606,0.17705273312767345,-1.0582342547593883e-79
595bd5c85ae9a80001ce3426,1,I,10,40.25000000000001,0.3325936913531387,0.05170660716435366,0.19011732563929068,3.495651678170175e-95
595bd5c85ae9a80001ce3426,1,I,11,41.46335650273115,0.349320799828929,0.05891356305568758,0.2049396309415546,6.575509230557524e-80
595bd5c85ae9a80001ce3426,1,I,12,42.39612007799606,0.36364010462427565,0.06535104219135295,0.21717940738918332,6.1426517411798925e-80
595bd5c85ae9a80001ce3426,1,I,13,42.31033796081421,0.3697612565548533,0.06938200687238948,0.22359470360985537,1.5874782649638325e-80
595bd5c85ae9a80001ce3426,1,I,14,41.01294444860851,0.36475415440129355,0.0703351293056636,0.22289930769664962,-2.4275570334417307e-80
595bd5c85ae9a80001ce3426,1,I,15,39.06340896977243,0.34979912603397006,0.06819899698242252,0.2159678447640504,-3.493975916654574e-80
595bd5c85ae9a80001ce3426,1,I,16,37.5290487292574,0.32979160101003213,0.06369752790435179,0.2054801888093402,-2.028504440961263e-80
595bd5c85ae9a80001ce3426,1,I,17,37.404892363042485,0.3114601617707371,0.05862379445140052,0.1951117040222527,1.4407985938824576e-80
595bd5c85ae9a80001ce3426,1,I,18,39.05270828546092,0.30079386126293334,0.055749249082122275,0.18837876141997364,8.94717044279162e-80
595bd5c85ae9a80001ce3426,1,I,19,42.007318011457215,0.30083760471270465,0.05778911461094236,0.1873771729714589,2.4414140925193308e-79
595bd5c85ae9a80001ce3426,2,I,0,58.25000000000001,0.6205144274807968,0.45928888924568445,0.5854917665144158,0.33694691265883053
595bd5c85ae9a80001ce3426,2,I,1,58.49041206355318,0.6238662330399836,0.4606853728002172,0.5917433313610863,0.3382105856233169
595bd5c85ae9a80001ce3426,2,I,2,56.27899819048092,0.6208633954007488,0.4567974951862384,0.5938725907632721,0.3383080682872407
595bd5c85ae9a80001ce3426,2,I,3,53.17445841328822,0.6101245315260729,0.44510876078308015,0.5843773334618612,0.3339079923178747
595bd5c85ae9a80001ce3426,2,I,4,50.84064511509696,0.5944490374115526,0.427570900270903,0.5624829871876799,0.32465296896674806
595bd5c85ae9a80001ce3426,2,I,5,49.98584391824351,0.581798589035033,0.41267626050423717,0.5389495051205675,0.3153537594403029
595bd5c85ae9a80001ce3426,2,I,6,50.19387308686905,0.5816373169127573,0.4114694728900289,0.5308241229013027,0.3136157735427372
595bd5c85ae9a80001ce3426,2,I,7,50.632551593407534,0.5984399361254373,0.4295637768914398,0.5489997665924944,0.32419586605571116
595bd5c85ae9a80001ce3426,2,I,8,50.92204699422098,0.6271270982160336,0.4612518312614405,0.5881505233577156,0.3444433104012485
595bd5c85ae9a80001ce3426,2,I,9,51.38444946021096,0.6544489999263078,0.4909988764335091,0.6277050525264375,0.36476508946776065
595bd5c85ae9a80001ce3426,2,I,10,52.5,0.6661940210327307,0.5022842326213114,0.6443341604631928,0.3743302514354145
595bd5c85ae9a80001ce3426,2,I,11,54.13081792342437,0.6556731006484422,0.4880090028439239,0.6273656682437078,0.36810283486419887
595bd5c85ae9a80001ce3426,2,I,12,55.30241096452863,0.627725183590948,0.4551318060475168,0.5859033731609373,0.3500937651853503
595bd5c85ae9a80001ce3426,2,I,13,54.85325530640944,0.5955537892139574,0.420212146678606,0.5424733692232645,0.3304760281788462
595bd5c85ae9a80001ce3426,2,I,14,52.47688943656868,0.5727497817079751,0.3991011163169226,0.5180658796297257,0.3187810008145014
595bd5c85ae9a80001ce3426,2,I,15,49.2641560817565,0.566049346844031,0.3980689307942654,0.5196066787604314,0.31820012919314977
595bd5c85ae9a80001ce3426,2,I,16,47.184896926153435,0.5733797337914086,0.4121544646313285,0.5384489883525106,0.3249018586974448
595bd5c85ae9a80001ce3426,2,I,17,47.78603925158292,0.5875278692754575,0.4308252350403034,0.5596063803419036,0.33223335319939556
595bd5c85ae9a80001ce3426,2,I,18,51.05023928608138,0.6017509654365276,0.4457455744423719,0.573380884815766,0.3360037218297284
595bd5c85ae9a80001ce3426,2,I,19,55.298015988123424,0.612908565346756,0.4546474201441637,0.5801281915147644,0.3366319934786876
595bd5c85ae9a80001ce3426,3,I,0,65.25000000000001,0.4571865443425077,0.15059072473990479,0.20782364933741082,0.0
595bd5c85ae9a80001ce3426,3,I,1,64.81372256577791,0.45582816312290786,0.14314255395459508,0.2061330302561204,-0.007430094595165265
595bd5c85ae9a80001ce3426,3,I,2,62.696432114241496,0.45486176575660864,0.13893251393936346,0.21213388879049302,-0.005919158440703605
595bd5c85ae9a80001ce3426,3,I,3,60.18044372358431,0.45490974030311626,0.13884891348437928,0.21892070206970965,-0.0012101039266262743
595bd5c85ae9a80001ce3426,3,I,4,58.60261631813543,0.45601334900637414,0.14242448281309034,0.22059342175202887,0.00112270606062051
595bd5c85ae9a80001ce3426,3,I,5,58.583333333333336,0.45754768954164204,0.14821535571980443,0.21687650346877585,-2.834003383693958e-05
595bd5c85ae9a80001ce3426,3,I,6,59.83727038603158,0.45849432897763187,0.1543266777394019,0.21273691228450387,-0.001257917907233818
595bd5c85ae9a80001ce3426,3,I,7,61.59277631391606,0.45795257924905713,0.15891426793751276,0.21356708054973553,0.0014938429332150747
595bd5c85ae9a80001ce3426,3,I,8,63.197014514924824,0.4556162462515266,0.16064998342568224,0.22017950753531557,0.008771819827261853
595bd5c85ae9a80001ce3426,3,I,9,64.41305739672175,0.4519548498348502,0.15915395840388144,0.22793416648280757,0.01684346540878366
595bd5c85ae9a80001ce3426,3,I,10,65.25000000000001,0.4480122324159022,0.15526362193616647,0.23075942915392458,0.021017158061037593
595bd5c85ae9a80001ce3426,3,I,11,65.60081030445039,0.44495394545111006,0.15089959563665878,0.2266273641884029,0.020105096655359894
595bd5c85ae9a80001ce3426,3,I,12,65.11883908986628,0.44361463424572867,0.1483868914065482,0.21973201749419516,0.017992501781500022
595bd5c85ae9a80001ce3426,3,I,13,63.514600888857494,0.44425261304648156,0.1494050602597134,0.21732057601664298,0.020652099010651615
595bd5c85ae9a80001ce3426,3,I,14,61.02502329376022,0.4465646087454688,0.154064398609413,0.2236218447826699,0.03084367671460862
595bd5c85ae9a80001ce3426,3,I,15,58.583333333333336,0.4498708788778965,0.1606633178224038,0.2358655755995814,0.04489095603848566
595bd5c85ae9a80001ce3426,3,I,16,57.41486341040682,0.45334090762629853,0.16636419288762377,0.24582785083066547,0.05446268991272551
595bd5c85ae9a80001ce3426,3,I,17,58.258619148642865,0.45618836592655393,0.16849934693485502,0.24589217072526898,0.052312587791674824
595bd5c85ae9a80001ce3426,3,I,18,60.774607539300064,0.45783874557682414,0.16582906304850453,0.23490437193802446,0.03766595915439912
595bd5c85ae9a80001ce3426,3,I,19,63.625969658049286,0.4580845375912555,0.1590901803918947,0.21917572454218637,0.017069925881673532
5aad8904e1546900019aef8e,1,N,0,30.500000000000004,0.38802289146747204,0.09038802642306862,0.20143588522339284,0.0
5aad8904e1546900019aef8e,1,N,1,29.882046656607447,0.3772588283989093,0.0810278816037216,0.19557236341862028,-0.00793340288594453
5aad8904e1546900019aef8e,1,N,2,32.14202845306164,0.3635425738051518,0.07301695827624431,0.19089663652045785,-0.006800092763920464
