userID,incompletePreference,regret,age,domain,expertise,workExperience,lastExperience,inferredExpertise,expertiseLevel,agg_satisfaction
6116ee8fcd5414630d3527e8,50,50,30,text,1.0,1.0,0.3333333333333333,0.7777777777777778,E,50.0
6116ee8fcd5414630d3527e8,22,38,30,text,1.0,1.0,0.3333333333333333,0.7777777777777778,E,65.25
6116ee8fcd5414630d3527e8,50,50,30,text,1.0,1.0,0.3333333333333333,0.7777777777777778,E,50.0
611f5fca1c852d6d56e5bf8d,17,100,31,text,0.6666666666666666,0.6942148760330579,1.0,0.7869605142332414,E,76.75
611f5fca1c852d6d56e5bf8d,3,100,31,text,0.6666666666666666,0.6942148760330579,1.0,0.7869605142332414,E,0.0
611f5fca1c852d6d56e5bf8d,9,31,31,text,0.6666666666666666,0.6942148760330579,1.0,0.7869605142332414,E,74.5
61687f084dd0608f43a02d0e,30,67,27,text,0.3333333333333333,0.0495867768595041,0.1666666666666666,0.1831955922865014,N,70
61687f084dd0608f43a02d0e,23,79,27,text,0.3333333333333333,0.0495867768595041,0.1666666666666666,0.1831955922865014,N,85.5
61687f084dd0608f43a02d0e,36,59,27,text,0.3333333333333333,0.0495867768595041,0.1666666666666666,0.1831955922865014,N,74.75
5d8c9182bc22d700191aef2b,0,89,39,text,1.0,0.2727272727272727,1.0,0.7575757575757575,E,77.75
5d8c9182bc22d700191aef2b,0,94,39,text,1.0,0.2727272727272727,1.0,0.7575757575757575,E,74.75
5d8c9182bc22d700191aef2b,0,96,39,text,1.0,0.2727272727272727,1.0,0.7575757575757575,E,63.5
611e182dfe4a100e7d271c7e,23,100,27,text,0.6666666666666666,0.0,0.1666666666666666,0.2777777777777777,N,75.25
611e182dfe4a100e7d271c7e,27,67,27,text,0.6666666666666666,0.0,0.1666666666666666,0.2777777777777777,N,73.25
611e182dfe4a100e7d271c7e,34,68,27,text,0.6666666666666666,0.0,0.1666666666666666,0.2777777777777777,N,57.75
5eceef5fa487421604c337ba,20,75,25,text,1.0,0.0,0.8333333333333333,0.611111111111111,E,51.75
5eceef5fa487421604c337ba,50,67,25,text,1.0,0.0,0.8333333333333333,0.611111111111111,E,49.25
5eceef5fa487421604c337ba,22,72,25,text,1.0,0.0,0.8333333333333333,0.611111111111111,E,54.25
61227cb134d2ee7a4a125ef7,34,92,25,text,0.3333333333333333,0.0661157024793388,0.5,0.2998163452708907,N,70.5
61227cb134d2ee7a4a125ef7,28,87,25,text,0.3333333333333333,0.0661157024793388,0.5,0.2998163452708907,N,80.0
61227cb134d2ee7a4a125ef7,50,69,25,text,0.3333333333333333,0.0661157024793388,0.5,0.2998163452708907,N,57.5
5aad8904e1546900019aef8e,50,50,39,text,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,N,68.5
5aad8904e1546900019aef8e,50,49,39,text,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,N,70.75
5aad8904e1546900019aef8e,50,61,39,text,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,N,70.25
602fd43a4bcf02d4aac8ef3c,68,68,23,text,0.6666666666666666,0.0495867768595041,0.3333333333333333,0.3498622589531679,I,70.75
602fd43a4bcf02d4aac8ef3c,24,59,23,text,0.6666666666666666,0.0495867768595041,0.3333333333333333,0.3498622589531679,I,67.25
602fd43a4bcf02d4aac8ef3c,66,63,23,text,0.6666666666666666,0.0495867768595041,0.3333333333333333,0.3498622589531679,I,73.0
5fa507fa0776431b370bc0c7,38,95,41,text,1.0,1.0,0.3333333333333333,0.7777777777777778,E,68.0
5fa507fa0776431b370bc0c7,46,65,41,text,1.0,1.0,0.3333333333333333,0.7777777777777778,E,63.5
5fa507fa0776431b370bc0c7,28,77,41,text,1.0,1.0,0.3333333333333333,0.7777777777777778,E,70.75
61612589346d8995f94f2dc9,27,85,24,text,0.6666666666666666,0.4958677685950413,0.1666666666666666,0.4430670339761249,I,58.0
61612589346d8995f94f2dc9,34,72,24,text,0.6666666666666666,0.4958677685950413,0.1666666666666666,0.4430670339761249,I,58.75
61612589346d8995f94f2dc9,35,81,24,text,0.6666666666666666,0.4958677685950413,0.1666666666666666,0.4430670339761249,I,55.0
61141c855eb58d6a4e3d8d5b,76,88,25,text,0.6666666666666666,0.0495867768595041,0.6666666666666666,0.4609733700642791,I,53.5
61141c855eb58d6a4e3d8d5b,53,86,25,text,0.6666666666666666,0.0495867768595041,0.6666666666666666,0.4609733700642791,I,40.75
61141c855eb58d6a4e3d8d5b,50,74,25,text,0.6666666666666666,0.0495867768595041,0.6666666666666666,0.4609733700642791,I,51.75
60eee9b2a83c9d1e14de4788,50,77,22,text,0.6666666666666666,0.1983471074380165,0.6666666666666666,0.5105601469237833,E,57.75
60eee9b2a83c9d1e14de4788,50,63,22,text,0.6666666666666666,0.1983471074380165,0.6666666666666666,0.5105601469237833,E,58.75
60eee9b2a83c9d1e14de4788,50,60,22,text,0.6666666666666666,0.1983471074380165,0.6666666666666666,0.5105601469237833,E,50.5
6020206b9b158a5df011ff1f,50,100,21,text,0.6666666666666666,0.0991735537190082,0.3333333333333333,0.3663911845730027,I,64.5
6020206b9b158a5df011ff1f,18,87,21,text,0.6666666666666666,0.0991735537190082,0.3333333333333333,0.3663911845730027,I,89.25
6020206b9b158a5df011ff1f,50,81,21,text,0.6666666666666666,0.0991735537190082,0.3333333333333333,0.3663911845730027,I,63.25
615b26a3c79a404be3c4c35e,100,100,26,text,0.3333333333333333,0.024793388429752,0.1666666666666666,0.174931129476584,N,99.25
615b26a3c79a404be3c4c35e,100,100,26,text,0.3333333333333333,0.024793388429752,0.1666666666666666,0.174931129476584,N,100.0
615b26a3c79a404be3c4c35e,100,100,26,text,0.3333333333333333,0.024793388429752,0.1666666666666666,0.174931129476584,N,99.25
60f958dea810a7a0cf3d14d9,24,70,21,text,1.0,1.0,0.6666666666666666,0.8888888888888888,E,51.25
60f958dea810a7a0cf3d14d9,37,72,21,text,1.0,1.0,0.6666666666666666,0.8888888888888888,E,53.5
60f958dea810a7a0cf3d14d9,27,63,21,text,1.0,1.0,0.6666666666666666,0.8888888888888888,E,52.0
6136aee758e3f41323d8c0c7,19,41,23,text,0.3333333333333333,0.0495867768595041,1.0,0.4609733700642791,I,42.5
6136aee758e3f41323d8c0c7,17,31,23,text,0.3333333333333333,0.0495867768595041,1.0,0.4609733700642791,I,29.5
6136aee758e3f41323d8c0c7,21,42,23,text,0.3333333333333333,0.0495867768595041,1.0,0.4609733700642791,I,54.0
6074de03363deb52b54eccf4,0,100,19,text,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,N,82.25
6074de03363deb52b54eccf4,64,100,19,text,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,N,86.75
6074de03363deb52b54eccf4,13,100,19,text,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,N,81.25
5dcd5aa07e5deb02d76958d2,17,78,34,text,0.0,0.0,0.0,0.0,N,42.25
5dcd5aa07e5deb02d76958d2,20,80,34,text,0.0,0.0,0.0,0.0,N,26.0
5dcd5aa07e5deb02d76958d2,7,82,34,text,0.0,0.0,0.0,0.0,N,6.0
595bd5c85ae9a80001ce3426,29,100,31,text,0.3333333333333333,0.396694214876033,0.5,0.4100091827364555,I,72.5
595bd5c85ae9a80001ce3426,26,88,31,text,0.3333333333333333,0.396694214876033,0.5,0.4100091827364555,I,87.5
595bd5c85ae9a80001ce3426,17,85,31,text,0.3333333333333333,0.396694214876033,0.5,0.4100091827364555,I,80.0
5f64f12fc0570701c3bfbe7a,0,24,22,image,0.3333333333333333,0.0083333333333333,0.2,0.1805555555555555,I,0.0
5f64f12fc0570701c3bfbe7a,0,80,22,image,0.3333333333333333,0.0083333333333333,0.2,0.1805555555555555,I,40.25
5f64f12fc0570701c3bfbe7a,0,77,22,image,0.3333333333333333,0.0083333333333333,0.2,0.1805555555555555,I,76.75
602e757b94c5aea0de8a57ca,50,77,23,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,86.0
602e757b94c5aea0de8a57ca,50,88,23,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,82.5
602e757b94c5aea0de8a57ca,50,77,23,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,84.25
60d96d582f946a04161d162d,0,96,22,image,0.3333333333333333,0.0,0.4,0.2444444444444444,I,74.0
60d96d582f946a04161d162d,68,88,22,image,0.3333333333333333,0.0,0.4,0.2444444444444444,I,51.75
60d96d582f946a04161d162d,0,100,22,image,0.3333333333333333,0.0,0.4,0.2444444444444444,I,46.25
60a57ec89138a40a4a5acc63,0,78,20,image,0.3333333333333333,0.1,0.8,0.4111111111111111,E,43.75
60a57ec89138a40a4a5acc63,0,96,20,image,0.3333333333333333,0.1,0.8,0.4111111111111111,E,42.25
60a57ec89138a40a4a5acc63,0,100,20,image,0.3333333333333333,0.1,0.8,0.4111111111111111,E,25.75
60a256f83ef6ada5debc47a9,21,81,30,image,0.0,0.0,0.4,0.1333333333333333,N,89.5
60a256f83ef6ada5debc47a9,12,74,30,image,0.0,0.0,0.4,0.1333333333333333,N,84.25
60a256f83ef6ada5debc47a9,10,82,30,image,0.0,0.0,0.4,0.1333333333333333,N,80.5
5f82e997eec0860404c8f790,0,77,24,image,0.0,0.0,0.4,0.1333333333333333,N,65.75
5f82e997eec0860404c8f790,0,70,24,image,0.0,0.0,0.4,0.1333333333333333,N,68.75
5f82e997eec0860404c8f790,0,68,24,image,0.0,0.0,0.4,0.1333333333333333,N,70.5
6166c8527a09b5122fcea989,27,66,28,image,0.3333333333333333,0.1,0.8,0.4111111111111111,E,56.5
6166c8527a09b5122fcea989,50,46,28,image,0.3333333333333333,0.1,0.8,0.4111111111111111,E,50.5
6166c8527a09b5122fcea989,64,50,28,image,0.3333333333333333,0.1,0.8,0.4111111111111111,E,53.0
5ef0a7a320e4520009b3af18,48,75,42,image,0.3333333333333333,0.2,0.4,0.3111111111111111,I,45.75
